,Player,My Move,Opponent Move
65008,1.0,f3,Be6
65009,1.0,Nb5,Bxc4+
65010,1.0,Bd3,Bxd3+
65011,1.0,Kxd3,a6
65012,1.0,Na7,Nf6
65013,1.0,Nc6+,Kc8
65014,1.0,Bxf6,exf6
65015,1.0,Na7+,Kd7
65016,1.0,Qa4+,Ke6
65017,1.0,Qxa6+,Bd6
65018,1.0,Re1+,Kd7
65019,1.0,Qb5+,Kd8
65020,1.0,Qb8+,Kd7
65021,1.0,Qxh8,Bxh2
65022,1.0,Qxg7,Be5
65023,1.0,Qxf7+,Kd6
65024,1.0,Nb5+,Kc6
65025,1.0,Qe6+,Bd6
65026,1.0,Nxd6,cxd6
65027,1.0,Qxf6,h4
65028,1.0,Rh1,h3
65029,1.0,Rxh3,Kd5
65030,1.0,Rh6,Kc6
65031,1.0,Qxd6+,Kb7
65032,1.0,Qb6+,Kc8
65033,1.0,Rh7,1/2-1/2
65034,0.0,,e4
65035,0.0,e5,d3
65036,0.0,d6,f4
65037,0.0,f6,f5
65038,0.0,Be7,Qf3
65039,0.0,Bd7,Qg3
65040,0.0,Nh6,Qxg7
65041,0.0,Nf7,Be2
65042,0.0,Nc6,Bh5
65043,0.0,Be6,Qxh8+
65044,0.0,Kd7,Qxh7
65045,0.0,Bxf5,exf5
65046,0.0,Ng5,Qg7
65047,0.0,Nd4,Na3
65048,0.0,Nxf5,Qg6
65049,0.0,Ke6,Bg4
65050,0.0,Qd7,Qxf5+
65051,0.0,Kf7,Qxd7
65052,0.0,,e4
65053,0.0,e5,Nf3
65054,0.0,f6,d4
65055,0.0,d6,dxe5
65056,0.0,dxe5,Bd2
65057,0.0,Nd7,Bc4
65058,0.0,Ne7,Nc3
65059,0.0,Nb6,Nxe5
65060,0.0,fxe5,Qh5+
65061,0.0,g6,Qxe5
65062,0.0,Rg8,Bxg8
65063,0.0,Nd7,Qe6
65064,0.0,Nb6,Qf7+
65065,0.0,Kd7,O-O-O
65066,0.0,c6,Bg5+
65067,0.0,Kc7,Rxd8
65068,0.0,Kxd8,Qxf8+
65069,0.0,Kc7,Qxe7+
65070,0.0,Bd7,Be6
65071,0.0,Re8,Qxh7
65072,0.0,Rxe6,Rd1
65073,0.0,Rxe4,Nxe4
65074,0.0,Nd5,Rxd5
65075,0.0,cxd5,Nf6
65076,0.0,Kc6,Qxd7+
65077,0.0,Kc5,Qxb7
65078,0.0,Kd4,Qxa7+
65079,0.0,Ke5,Qe7+
65080,0.0,Kf5,Nh7
65081,0.0,Kg4,Qe2+
65082,0.0,Kf5,g4#
65083,1.0,e4,g6
65084,1.0,d4,Bg7
65085,1.0,e5,Nc6
65086,1.0,c3,b6
65087,1.0,f4,Bb7
65088,1.0,b4,f6
65089,1.0,Nd2,fxe5
65090,1.0,fxe5,e6
65091,1.0,Bb5,a6
65092,1.0,Bxc6,Bxc6
65093,1.0,Ne2,Bxg2
65094,1.0,Rg1,Bd5
65095,1.0,Nf4,Bc6
65096,1.0,Nc4,b5
65097,1.0,Na5,Bh6
65098,1.0,Nxc6,dxc6
65099,1.0,Nxg6,Bxc1
65100,1.0,Nxh8,Bh6
65101,1.0,Rxg8+,Bf8
65102,1.0,Qh5+,Kd7
65103,1.0,Qf7+,Qe7
65104,1.0,Qxe7+,Kxe7
65105,1.0,O-O-O,a5
65106,1.0,Rf1,Bh6+
65107,1.0,Kc2,axb4
65108,1.0,Rxa8,1-0
65109,1.0,d4,e6
65110,1.0,e4,d5
65111,1.0,e5,Nc6
65112,1.0,c3,f6
65113,1.0,Bd3,fxe5
65114,1.0,dxe5,Nxe5
65115,1.0,Bf4,Nc6
65116,1.0,Be3,Bd6
65117,1.0,Nd2,a6
65118,1.0,Ne2,Qf6
65119,1.0,O-O,Nge7
65120,1.0,Bd4,Qf7
65121,1.0,Nf3,Bd7
65122,1.0,Ng5,Qh5
65123,1.0,Be3,Qxh2#
65124,0.0,,e4
65125,0.0,e5,Nf3
65126,0.0,f6,Nc3
65127,0.0,d6,Bc4
65128,0.0,Nd7,O-O
65129,0.0,Nb6,Bb3
65130,0.0,Bd7,d4
65131,0.0,Be7,dxe5
65132,0.0,fxe5,Be3
65133,0.0,Nf6,Bxb6
65134,0.0,cxb6,a3
65135,0.0,a6,Ba2
65136,0.0,Bb5,Re1
65137,0.0,Rc8,Qd2
65138,0.0,Nd7,Nd5
65139,0.0,Bc6,c4
65140,0.0,Bxd5,cxd5
65141,0.0,Nc5,b4
65142,0.0,Na4,Bb3
65143,0.0,b5,Bxa4
65144,0.0,bxa4,Rab1
65145,0.0,h6,b5
65146,0.0,a5,b6
65147,0.0,Bg5,Qxa5
65148,0.0,Rc5,Qxa4+
65149,0.0,Qd7,Qa8+
65150,0.0,Bd8,Nh4
65151,0.0,O-O,Nf5
65152,0.0,Bxb6,Nxd6
65153,0.0,Rxa8,Rxb6
65154,0.0,Rxa3,Reb1
65155,0.0,Rac3,h3
65156,0.0,Rc1+,Rxc1
65157,0.0,Rxc1+,Kh2
65158,0.0,Qa4,Rxb7
65159,1.0,e4,d5
65160,1.0,exd5,Qxd5
65161,1.0,Ne2,Qf5
65162,1.0,Rg1,e6
65163,1.0,g4,Qf6
65164,1.0,h3,Bc5
65165,1.0,Bg2,Qxf2#
65166,0.0,,d4
65167,0.0,d5,e3
65168,0.0,e6,Nf3
65169,0.0,c6,h3
65170,0.0,Ne7,Bd3
65171,0.0,Bd7,O-O
65172,0.0,Na6,Qd2
65173,0.0,Qc7,Qe2
65174,0.0,O-O-O,Bxa6
65175,0.0,Kb8,Bd3
65176,0.0,Rc8,Ne5
65177,0.0,f6,Nf7
65178,0.0,Rg8,Qh5
65179,0.0,g6,Qxh7
65180,0.0,Rg7,Qh8
65181,0.0,Rxf7,Qh4
65182,0.0,Nf5,Bxf5
65183,0.0,exf5,e4
65184,0.0,fxe4,Be3
65185,0.0,f5,Nd2
65186,0.0,Be7,Qh6
65187,0.0,Bf6,Bf4
65188,0.0,Qxf4,Qxf4+
65189,0.0,Rc7,Nb3
65190,0.0,c5,dxc5
65191,0.0,Bxb2,Rab1
65192,0.0,Bb5,Rxb2
65193,0.0,Bxf1,Kxf1
65194,0.0,b6,cxb6
65195,0.0,axb6,Nd4
65196,0.0,Kb7,Ne6
65197,0.0,Rc4,Nd8+
65198,0.0,Ka7,Nxf7
65199,0.0,e3,Qxe3
65200,0.0,d4,Qe7+
65201,0.0,Ka6,Ne5
65202,0.0,Rc5,Nd3
65203,0.0,Rb5,Nb4+
65204,0.0,Ka5,Qa7#
65205,1.0,e4,e5
65206,1.0,d3,Nf6
65207,1.0,f3,d6
65208,1.0,Be2,c5
65209,1.0,Bd2,Nc6
65210,1.0,Nc3,Nb4
65211,1.0,Nd5,Nbxd5
65212,1.0,exd5,Nxd5
65213,1.0,Nh3,Bxh3
65214,1.0,gxh3,Qe7
65215,1.0,Bf1,O-O-O
65216,1.0,Qe2,Re8
65217,1.0,O-O-O,Nb4
65218,1.0,Bxb4,cxb4
65219,1.0,c3,bxc3
65220,1.0,bxc3,d5
65221,1.0,d4,exd4
65222,1.0,cxd4,Qa3+
65223,1.0,Qb2,Qxf3
65224,1.0,Qc2+,Kd8
65225,1.0,Bg2,Qxg2
65226,1.0,Qxg2,1-0
65227,0.0,,d4
65228,0.0,d5,e3
65229,0.0,e6,c4
65230,0.0,c6,Nc3
65231,0.0,Ne7,b3
65232,0.0,Nd7,g3
65233,0.0,a6,Nf3
65234,0.0,f6,Bg2
65235,0.0,f5,cxd5
65236,0.0,h6,O-O
65237,0.0,Nxd5,Nxd5
65238,0.0,exd5,Ne5
65239,0.0,Nxe5,dxe5
65240,0.0,g6,f4
65241,0.0,Rg8,Bb2
65242,0.0,Bg7,Qc1
65243,0.0,Qc7,e6
65244,0.0,Bxe6,Bxg7
65245,0.0,Qxg7,Re1
65246,0.0,d4,exd4
65247,0.0,Qxd4+,Kh1
65248,0.0,Ke7,Qa3+
65249,0.0,c5,Rad1
65250,0.0,Qb4,Qxb4
65251,0.0,cxb4,Bxb7
65252,0.0,Rad8,Bd5
65253,0.0,Rxd5,Rxd5
65254,0.0,Kf6,Rd6
65255,0.0,Re8,Rxa6
65256,0.0,Kf7,Ra7+
65257,0.0,Kf8,Rb7
65258,0.0,Bd5+,Kg1
65259,0.0,Rxe1+,Kf2
65260,0.0,Bxb7,Kxe1
65261,0.0,Be4,Kf2
65262,0.0,Bb1,Ke3
65263,0.0,Bxa2,Kd4
65264,0.0,Bxb3,Kc5
65265,0.0,Ke7,Kxb4
65266,0.0,Kf6,Kxb3
65267,0.0,g5,Kc3
65268,0.0,gxf4,gxf4
65269,0.0,Kg6,Kd2
65270,0.0,Kh5,Ke3
65271,0.0,Kg4,Kf2
65272,0.0,h5,Kg2
65273,0.0,Kxf4,h3
65274,0.0,Kg5,Kf3
65275,0.0,f4,Kg2
65276,0.0,Kh4,Kf3
65277,0.0,Kg5,Kg2
65278,0.0,h4,Kf3
65279,0.0,Kf5,Kg2
65280,0.0,Ke4,Kf2
65281,1.0,e4,d5
65282,1.0,d3,dxe4
65283,1.0,dxe4,Qxd1+
65284,1.0,Kxd1,Nc6
65285,1.0,Bb5,Bd7
65286,1.0,Bxc6,Bxc6
65287,1.0,f3,O-O-O+
65288,1.0,Nd2,e6
65289,1.0,Rb1,Bb4
65290,1.0,c3,Ba5
65291,1.0,b4,Bb6
65292,1.0,Ne2,Ne7
65293,1.0,Nd4,Be8
65294,1.0,Nb5,a6
65295,1.0,Nd4,Nc6
65296,1.0,Nxc6,Bxc6
65297,1.0,Ke2,Bb5+
65298,1.0,Ke1,Be3
65299,1.0,Nf1,Bxf1
65300,1.0,Rxf1,Bb6
65301,1.0,Bg5,Rd7
65302,1.0,Rd1,Rxd1+
65303,1.0,Kxd1,h6
65304,1.0,Be7,Re8
65305,1.0,Bh4,g5
65306,1.0,Bf2,Bxf2
65307,1.0,Rxf2,Rd8+
65308,1.0,Ke1,b5
65309,1.0,g4,Kb7
65310,1.0,Rg2,Kc6
65311,1.0,Rg3,Kb6
65312,1.0,Rh3,Rh8
65313,1.0,Rg3,a5
65314,1.0,bxa5+,Kxa5
65315,1.0,Rg2,Rd8
65316,1.0,Rb2,Rb8
65317,1.0,a3,c6
65318,1.0,c4,Ka4
65319,1.0,c5,Kxa3
65320,1.0,Rd2,Kb4
65321,1.0,Rd7,Rf8
65322,1.0,Rd5,Kc4
65323,1.0,Rd7,b4
65324,1.0,Rc7,Kxc5
65325,1.0,Ra7,Kb5
65326,1.0,Rb7+,Kc5
65327,1.0,Rd7,Kc4
65328,1.0,Rd1,c5
65329,1.0,Rc1+,Kb5
65330,1.0,Rd1,b3
65331,1.0,h3,Kc4
65332,1.0,Rb1,Kb4
65333,1.0,Kd2,c4
65334,1.0,Kc1,c3
65335,1.0,Kd1,c2+
65336,0.0,,e4
65337,0.0,e5,Nf3
65338,0.0,f6,d4
65339,0.0,d6,dxe5
65340,0.0,dxe5,Qxd8+
65341,0.0,Kxd8,Bb5
65342,0.0,Bb4+,Bd2
65343,0.0,Bxd2+,Nbxd2
65344,0.0,Bd7,Bd3
65345,0.0,Na6,O-O
65346,0.0,Nc5,b4
65347,0.0,Nxd3,cxd3
65348,0.0,Bb5,Rfd1
65349,0.0,Ba4,Nb3
65350,0.0,Bxb3,axb3
65351,0.0,Ne7,d4
65352,0.0,exd4,Rxd4+
65353,0.0,Kc8,e5
65354,0.0,b6,Rad1
65355,0.0,Kb7,Rd7
65356,0.0,Nf5,exf6
65357,0.0,gxf6,g4
65358,0.0,Nh6,g5
65359,0.0,fxg5,Nxg5
65360,0.0,Rhg8,h4
65361,0.0,Nf5,Kh2
65362,0.0,Nxh4,Nxh7
65363,0.0,Rg2+,Kh3
65364,0.0,Rxf2,Kxh4
65365,0.0,Rb2,R1d3
65366,0.0,Rxb3,Rxb3
65367,0.0,Rh8,Rf3
65368,0.0,Kc6,Rff7
65369,0.0,Re8,Kh5
65370,0.0,Re5+,Kg6
65371,0.0,Rb5,Nf6
65372,0.0,Rxb4,Nd5
65373,0.0,Rg4+,Kf6
65374,0.0,a5,Nxc7
65375,0.0,Rf4+,Ke7
65376,0.0,Rxf7+,Kxf7
65377,0.0,a4,Ke7
65378,0.0,a3,Rd1
65379,0.0,b5,Ne6
65380,0.0,b4,Nd4+
65381,0.0,Kc5,Nc2
65382,0.0,Kc4,Nxa3+
65383,0.0,bxa3,Ra1
65384,0.0,Kb3,Rf1
65385,0.0,Kb2,Rf2+
65386,0.0,Kb3,Rf1
65387,0.0,a2,Ra1
65388,0.0,Kb2,Rh1
65389,0.0,a1=Q,Rh2+
65390,0.0,,e4
65391,0.0,e5,Bc4
65392,0.0,f6,Nf3
65393,0.0,Ne7,d3
65394,0.0,d6,Nc3
65395,0.0,Bd7,Nd5
65396,0.0,Nxd5,Bxd5
65397,0.0,c6,Bc4
65398,0.0,b5,Bb3
65399,0.0,a5,a3
65400,0.0,a4,Ba2
65401,0.0,c5,O-O
65402,0.0,Nc6,c3
65403,0.0,b4,cxb4
65404,0.0,cxb4,Qd2
65405,0.0,bxa3,Bd5
65406,0.0,axb2,Bxb2
65407,0.0,Ra5,Rfc1
65408,0.0,Be7,Bxc6
65409,0.0,Rc5,Bxd7+
65410,0.0,Qxd7,Rxc5
65411,0.0,dxc5,Qa5
65412,0.0,O-O,Rxa4
65413,0.0,Rd8,Ra3
65414,0.0,c4,Ra1
65415,0.0,cxd3,Rd1
65416,0.0,g5,Ba3
65417,0.0,Bxa3,Qxa3
65418,0.0,g4,Nd2
65419,0.0,h5,Qa2+
65420,0.0,Kg7,Nc4
65421,0.0,h4,Nb6
65422,0.0,Qc6,Qb3
65423,0.0,Qxe4,Nc4
65424,0.0,h3,g3
65425,1.0,e4,d5
65426,1.0,exd5,Qxd5
65427,1.0,Na3,Qd6
65428,1.0,Nc4,Qe6+
65429,1.0,Be2,Bd7
65430,1.0,Nf3,Nc6
65431,1.0,d3,O-O-O
65432,1.0,Ng5,Qg6
65433,1.0,h4,h6
65434,1.0,h5,Qf6
65435,1.0,Ne4,Qe6
65436,1.0,Nc5,Qg6
65437,1.0,Nxd7,Rxd7
65438,1.0,Bg4,e6
65439,1.0,Ne5,Nxe5
65440,1.0,Qe2,Qxg4
65441,1.0,Qxe5,Qxg2
65442,1.0,Rf1,Nf6
65443,1.0,Qc3,Nd5
65444,1.0,Bd2,Nxc3
65445,1.0,Bxc3,Qc6
65446,1.0,O-O-O,Qb6
65447,1.0,a4,Rd5
65448,1.0,a5,Qa6
65449,1.0,Rg1,b6
65450,1.0,axb6,Qa1+
65451,1.0,Kd2,Qa6
65452,1.0,Bxg7,Bxg7
65453,1.0,Rxg7,Qxb6
65454,1.0,Rxf7,Rxh5
65455,1.0,Re1,Rg8
65456,1.0,Re7,Qxf2+
65457,1.0,Re2,Qf4+
65458,1.0,Kd1,Rg1+
65459,1.0,Re1,Rhh1
65460,1.0,Rxe6,Rxe1+
65461,1.0,Rxe1,Qg4+
65462,1.0,Kd2,Rxe1
65463,1.0,Kxe1,h5
65464,1.0,Kd2,h4
65465,1.0,Kc3,h3
65466,1.0,b3,h2
65467,1.0,d4,h1=Q
65468,1.0,Kc4,Qd7
65469,1.0,c3,Qf1+
65470,1.0,Kb4,Qc6
65471,1.0,c4,Qb7+
65472,1.0,Kc5,Qxb3
65473,1.0,Kd5,Qbxc4+
65474,1.0,Ke4,Qd1
65475,1.0,Ke5,Qcxd4+
65476,1.0,Ke6,Qe1+
65477,1.0,Kf7,Qdf2+
65478,1.0,Kg6,Qeg1+
65479,1.0,Kh5,Qfh2#
65480,1.0,d4,d6
65481,1.0,e4,c5
65482,1.0,d5,Nf6
65483,1.0,c4,Nxe4
65484,1.0,Bd3,Nf6
65485,1.0,Bg5,e6
65486,1.0,Bxf6,Qxf6
65487,1.0,Ne2,exd5
65488,1.0,cxd5,Qe5
65489,1.0,Nc3,Nd7
65490,1.0,f4,Qe7
65491,1.0,O-O,a6
65492,1.0,Re1,b5
65493,1.0,Ng3,b4
65494,1.0,Rxe7+,Bxe7
65495,1.0,Na4,Bb7
65496,1.0,Nf5,Bf6
65497,1.0,Nxd6+,Kf8
65498,1.0,Nxb7,1-0
65499,1.0,e3,d5
65500,1.0,d4,Nc6
65501,1.0,f4,f5
65502,1.0,c3,e6
65503,1.0,Ne2,g5
65504,1.0,Nd2,gxf4
65505,1.0,b4,fxe3
65506,1.0,a4,exd2+
65507,1.0,Bxd2,Qh4+
65508,1.0,g3,Qe4
65509,1.0,Rg1,Nf6
65510,1.0,Bg2,Qd3
65511,1.0,Rf1,e5
65512,1.0,Rf3,Qe4
65513,1.0,Rf2,f4
65514,1.0,Bxe4,Nxe4
65515,1.0,Bxf4,exf4
65516,1.0,Rxf4,Bh6
65517,1.0,Rh4,Bd2+
65518,1.0,Kf1,Bg5
65519,1.0,Rg4,Bxg4
65520,1.0,Qb3,O-O+
65521,1.0,Ke1,Bd2+
65522,1.0,Kd1,Rf1+
65523,1.0,Kc2,Rxa1
65524,1.0,Qxd5+,Kh8
65525,1.0,Qxe4,Ra2+
65526,1.0,Kd3,Bxe2+
65527,1.0,Kxe2,Bxc3+
65528,1.0,Kd3,Bxb4
65529,1.0,d5,Ra3+
65530,1.0,Ke2,Ra2+
65531,1.0,Kf3,Rf8+
65532,1.0,Kg4,Rg8+
65533,1.0,Kh3,Ne7
65534,1.0,Qxb4,Nxd5
65535,1.0,Qb3,Rd2
65536,1.0,Qxb7,Ne3
65537,1.0,Qxa7,Nf5
65538,1.0,Qxc7,h5
65539,1.0,Qc3+,Kh7
65540,1.0,Qxd2,h4
65541,1.0,gxh4,Rg3+
65542,1.0,hxg3,Nxg3
65543,0.0,,b4
65544,0.0,e5,Bb2
65545,0.0,d5,Bxe5
65546,0.0,Bxb4,Bxg7
65547,0.0,Ne7,Bxh8
65548,0.0,Ng6,Bc3
65549,0.0,Bxc3,Nxc3
65550,0.0,Qf6,e3
65551,0.0,Bf5,Nxd5
65552,0.0,Qxa1,Qxa1
65553,0.0,Bxc2,Nxc7+
65554,0.0,,d4
65555,0.0,e6,e4
65556,0.0,d5,Nc3
65557,0.0,dxe4,Nxe4
65558,0.0,c6,Be3
65559,0.0,Ne7,Bd3
65560,0.0,Rg8,Nf3
65561,0.0,g6,c4
65562,0.0,Bg7,b3
65563,0.0,b5,O-O
65564,0.0,bxc4,bxc4
65565,0.0,Ba6,Rc1
65566,0.0,Nf5,Bf4
65567,0.0,Nxd4,Nxd4
65568,0.0,Qxd4,Nd6+
65569,0.0,Ke7,Re1
65570,0.0,Qxf4,Nc8+
65571,0.0,Bxc8,g3
65572,0.0,Qd6,Re3
65573,0.0,Bh6,f4
65574,0.0,Ba6,c5
65575,0.0,Bc4,cxd6+
65576,0.0,Kxd6,Bxc4+
65577,0.0,Kc5,Ba6+
65578,0.0,,d4
65579,0.0,d5,c3
65580,0.0,e6,e3
65581,0.0,c6,Bd3
65582,0.0,b5,f4
65583,0.0,a6,Nf3
65584,0.0,f5,b4
65585,0.0,g6,Ba3
65586,0.0,h5,O-O
65587,0.0,Ne7,g3
65588,0.0,Nd7,h4
65589,0.0,Bg7,Ne5
65590,0.0,Rg8,Nxd7
65591,0.0,Qxd7,Nd2
65592,0.0,Bb7,c4
65593,0.0,Rb8,cxd5
65594,0.0,Nxd5,e4
65595,0.0,Nc3,Qc1
65596,0.0,fxe4,Bxe4
65597,0.0,Ne2+,Kf2
65598,0.0,Nxc1,Rfxc1
65599,0.0,c5,dxc5
65600,0.0,Bxe4,Re1
65601,0.0,Qxd2+,Kf1
65602,1.0,e4,e5
65603,1.0,d3,Nc6
65604,1.0,f3,Nf6
65605,1.0,Nd2,g6
65606,1.0,Ne2,Bg7
65607,1.0,g3,O-O
65608,1.0,h4,d5
65609,1.0,c4,d4
65610,1.0,b3,b6
65611,1.0,a4,a5
65612,1.0,Bb2,Nb4
65613,1.0,Rb1,Nxd3#
65614,0.0,,e4
65615,0.0,e5,Nf3
65616,0.0,d6,Bd3
65617,0.0,f6,O-O
65618,0.0,Be7,Nc3
65619,0.0,Bd7,Nd5
65620,0.0,Nc6,b3
65621,0.0,Be6,Ne3
65622,0.0,Bg4,h3
65623,0.0,Bxf3,Qxf3
65624,0.0,Nh6,Ba3
65625,0.0,d5,Bxe7
65626,0.0,Nxe7,exd5
65627,0.0,Nhf5,Bxf5
65628,0.0,Nxf5,Nxf5
65629,0.0,g6,Ne3
65630,0.0,f5,c4
65631,0.0,e4,Qf4
65632,0.0,O-O,Rfd1
65633,0.0,Qf6,Rac1
65634,0.0,Rad8,d3
65635,0.0,exd3,Rxd3
65636,0.0,c6,Rcd1
65637,0.0,cxd5,Nxd5
65638,0.0,Rf7,Nxf6+
65639,0.0,Kg7,Rxd8
65640,0.0,Kxf6,R1d6+
65641,0.0,Ke7,Qe5#
65642,0.0,,e4
65643,0.0,e5,Nf3
65644,0.0,f6,Bc4
65645,0.0,Ne7,O-O
65646,0.0,d6,Nc3
65647,0.0,Nd7,d3
65648,0.0,Rb8,Nh4
65649,0.0,a6,Nf5
65650,0.0,Nxf5,exf5
65651,0.0,b5,Bd5
65652,0.0,Bb7,Be6
65653,0.0,Nc5,Qh5+
65654,0.0,g6,fxg6
65655,0.0,Nxe6,g7+
65656,0.0,Kd7,gxh8=Q
65657,0.0,Be7,Q8xh7
65658,0.0,Nf4,Q5f5+
65659,0.0,Kc6,Bxf4
65660,0.0,Bc8,Qh4
65661,0.0,Bxf5,Be3
65662,0.0,Bd7,b4
65663,0.0,f5,Qg3
65664,0.0,f4,Qf3+
65665,0.0,d5,Bc1
65666,0.0,Bxb4,Nxd5
65667,0.0,a5,Nxb4+
65668,0.0,Kb6,Nd5+
65669,0.0,Ka7,c4
65670,0.0,Bc6,cxb5
65671,0.0,Bxd5,Rb1
65672,0.0,Bxf3,gxf3
65673,0.0,Qg8+,Kh1
65674,0.0,Qxa2,Bd2
65675,0.0,c6,bxc6
65676,0.0,Rxb1,Rxb1
65677,0.0,Qxb1+,Kg2
65678,0.0,Qxd3,Bxa5
65679,0.0,Qg6+,Kh1
65680,0.0,Qxc6,Kg2
65681,0.0,Qb5,Bc3
65682,0.0,Qc6,Bxe5
65683,0.0,Qg6+,Kh3
65684,0.0,Qf5+,Kg2
65685,0.0,Qxe5,h4
65686,0.0,Qg7+,Kh3
65687,0.0,Qd7+,Kg2
65688,0.0,Qf5,Kh2
65689,1.0,d4,d5
65690,1.0,e3,Nf6
65691,1.0,c3,c5
65692,1.0,Bd2,cxd4
65693,1.0,exd4,e6
65694,1.0,Ne2,Be7
65695,1.0,b3,O-O
65696,1.0,a4,Bd7
65697,1.0,b4,b5
65698,1.0,a5,Nc6
65699,1.0,Na3,a6
65700,1.0,Ng3,h6
65701,1.0,Be2,e5
65702,1.0,Nh5,e4
65703,1.0,Nxf6+,Bxf6
65704,1.0,O-O,Ne7
65705,1.0,f3,Ng6
65706,1.0,fxe4,dxe4
65707,1.0,Qe1,Re8
65708,1.0,h3,Be6
65709,1.0,Bg4,Bxg4
65710,1.0,hxg4,Bh4
65711,1.0,Qe2,Qd5
65712,1.0,Rad1,Rad8
65713,1.0,Nc2,Bg5
65714,1.0,Bxg5,Qxg5
65715,1.0,Rf5,Qe7
65716,1.0,Rdf1,Rf8
65717,1.0,Rxf7,Rxf7
65718,1.0,Rxf7,Kxf7
65719,1.0,Qf2+,Kg8
65720,1.0,Ne3,Re8
65721,1.0,Nf5,Qf6
65722,1.0,Nh4,Nxh4
65723,1.0,Qxh4,Qxh4
65724,1.0,c4,Qxg4
65725,1.0,cxb5,axb5
65726,1.0,a6,e3
65727,1.0,a7,Qxd4
65728,1.0,a8=Q,Rxa8
65729,1.0,e4,e5
65730,1.0,d3,Nc6
65731,1.0,f3,Nf6
65732,1.0,Ne2,Bc5
65733,1.0,Nd2,O-O
65734,1.0,Rb1,Bb6
65735,1.0,a3,d6
65736,1.0,b4,h6
65737,1.0,c4,Nh7
65738,1.0,b5,Nd4
65739,1.0,Nxd4,Bxd4
65740,1.0,Bb2,Bxb2
65741,1.0,Rxb2,f5
65742,1.0,Be2,Qh4+
65743,1.0,g3,Qh3
65744,1.0,Rf1,Qxh2
65745,1.0,f4,Qxg3+
65746,1.0,Rf2,fxe4
65747,1.0,Nf1,Qh4
65748,1.0,dxe4,Rxf4
65749,1.0,c5,Qxf2+
65750,1.0,Kd2,Rxe4
65751,1.0,Kc1,Be6
65752,1.0,Bd3,Qf4+
65753,1.0,Qd2,Qxd2+
65754,1.0,Rxd2,Re1+
65755,1.0,Rd1,Rxd1+
65756,1.0,Kxd1,dxc5
65757,1.0,Be4,Re8
65758,1.0,Bxb7,Rd8+
65759,1.0,Nd2,Nf6
65760,1.0,Bc6,Bd5
65761,1.0,Bxd5+,Rxd5
65762,1.0,Kc2,e4
65763,1.0,Nc4,Rd4
65764,1.0,Ne5,e3
65765,1.0,Nc6,Rd6
65766,1.0,Nxa7,e2
65767,1.0,b6,e1=Q
65768,1.0,bxc7,Qe2+
65769,1.0,Kb3,Rd4
65770,1.0,c8=Q+,Kh7
65771,1.0,Qf5+,Kg8
65772,1.0,Qc8+,Kh7
65773,1.0,Qxc5,Qe3+
65774,1.0,Qc3,Rd3
65775,1.0,Qxd3+,Qxd3+
65776,1.0,Kb4,Qd6+
65777,1.0,Kb3,h5
65778,1.0,Nb5,h4
65779,1.0,Nxd6,h3
65780,1.0,Nf5,h2
65781,1.0,Ng3,Ne4
65782,1.0,Nh1,g5
65783,1.0,Kc4,g4
65784,1.0,Kd4,g3
65785,1.0,Kxe4,g2
65786,1.0,Kf3,g1=Q
65787,1.0,Nf2,Qa1
65788,1.0,Kg3,Qxa3+
65789,1.0,Kxh2,Qb2
65790,1.0,Kg2,Kg6
65791,1.0,Kg3,Qb8+
65792,1.0,Kf3,Kf5
65793,1.0,Ng4,Qa8+
65794,1.0,Kg3,Qg8
65795,1.0,Kh3,Qxg4+
65796,1.0,Kh2,Qg8
65797,1.0,Kh3,Kf4
65798,1.0,Kh2,Kf3
65799,1.0,Kh3,Qg3#
65800,1.0,e4,e5
65801,1.0,d3,Nf6
65802,1.0,Bg5,Be7
65803,1.0,Bxf6,Bxf6
65804,1.0,Nd2,O-O
65805,1.0,Qe2,c6
65806,1.0,O-O-O,d5
65807,1.0,h4,dxe4
65808,1.0,Nxe4,Be7
65809,1.0,Nf3,f5
65810,1.0,Neg5,Bxg5+
65811,1.0,Nxg5,Nd7
65812,1.0,Qxe5,Nxe5
65813,1.0,f4,Ng4
65814,1.0,Rd2,Ne3
65815,1.0,Rh3,Nxf1
65816,1.0,Rf2,h6
65817,1.0,Nf3,Qd5
65818,1.0,Rxf1,Qxa2
65819,1.0,Kd2,Qxb2
65820,1.0,Nd4,Qxd4
65821,1.0,Re3,Bd7
65822,1.0,g3,Rfe8
65823,1.0,Rfe1,Rxe3
65824,1.0,Rxe3,Re8
65825,1.0,Rxe8+,Bxe8
65826,1.0,Kc1,Qe3+
65827,1.0,Kb2,Qxg3
65828,1.0,h5,Qxf4
65829,1.0,c3,Bf7
65830,1.0,d4,Qf2+
65831,1.0,Ka3,f4
65832,1.0,Kb4,f3
65833,1.0,c4,Qb2+
65834,1.0,Kc5,f2
65835,1.0,d5,f1=Q
65836,1.0,dxc6,Qc2
65837,1.0,c7,Qff5+
65838,1.0,Kb4,Qc8
65839,1.0,c5,Qxc7
65840,1.0,c6,Q7xc6
65841,1.0,Ka5,b6+
65842,1.0,Ka6,Qa2#
65843,0.0,,e4
65844,0.0,e5,Nf3
65845,0.0,d6,Bc4
65846,0.0,Be7,O-O
65847,0.0,Be6,Bb3
65848,0.0,Bxb3,axb3
65849,0.0,Nc6,c3
65850,0.0,Qd7,d4
65851,0.0,O-O-O,dxe5
