White,Black,moves,NW,NB
" ""hajeBro"""," ""Rkitty""","['d4', 'd5', 'c4', 'Nf6', 'Bf4', 'e6', 'e3', 'Bd6', 'Bxd6', 'Qxd6', 'Nc3', 'Qd8', 'Bd3', 'Nc6', 'Nf3', 'e5', 'Qa4', 'e4', 'Ne5', 'Bd7', 'Bc2', 'Nxe5', 'Qb3', 'Nxc4', 'Qxb7', 'Na5', 'Qb4', 'Nc6', 'Qc5', 'Qe7', 'Qxe7+', 'Nxe7', 'O-O', 'O-O', 'Rad1', 'Bb5', 'Rfe1', 'Bc4', 'Bb3', 'Bxb3', 'axb3', 'Rab8', 'Ra1', 'Rxb3', 'Rxa7', 'Rxb2', 'Rxc7', 'Rc2', 'h4', 'Ne8', 'Rc5', 'Nf5', 'h5', 'Nh6', 'Nxd5', 'Rxc5', 'dxc5', 'Nf6', 'Nxf6+', 'gxf6', 'c6', 'Rc8', 'Rc1', 'Nf5', 'g4', 'Nd6', 'Kg2', 'Re8', 'c7', 'Re5', 'Kg3', 'f5', 'Kf4', 'f6', 'Rc6', 'Nc8', 'Rxf6', 'fxg4', 'Kxe5', 'Kg7', 'Rf4', 'Ne7', 'Rxg4+', 'Kh6', 'Rxe4', 'Kxh5', 'Kd6', 'Nc8+', 'Kd7', 'Na7', 'c8=N', 'Nb5', 'Re7', 'Nc3', 'Rxh7+', 'Kg6', 'Rh1', 'Ne4', 'f3', 'Ng3', 'Rg1', 'Kf5', 'e4+', 'Nxe4', 'fxe4+', 'Kxe4', 'Ke6', 'Kf3', 'Nd6', 'Kf2', 'Rh1', 'Kg2', 'Rh8', 'Kf3', 'Rf8+', 'Ke3', 'Nc4+', 'Kd4', 'Nb6', 'Kc5', 'Nc8', 'Kc6', 'Nd6', 'Kc7', 'Rf6', 'Kc6', 'Ke5', 'Kc5', 'Nf5', 'Kc4', 'Rc6+', 'Kb5', 'Kd5', 'Kb4', 'Nd4', 'Ka5', 'Kc5', 'Ka4', 'Rb6', 'Ka5', 'Rb5+', 'Ka4', 'Rb4+', 'Ka5', 'Nc6+', 'Ka6', 'Rb6#', '1-0']",0.0,1.0
" ""Rkitty"""," ""Markus_mph""","['d4', 'c5', 'd5', 'e5', 'e4', 'd6', 'Nc3', 'Nf6', 'Nf3', 'Bg4', 'Bb5+', 'Nc6', 'Be2', 'Nd4', 'Nxd4', 'cxd4', 'Bxg4', 'dxc3', 'Be2', 'Qa5', 'bxc3', 'Qxc3+', 'Bd2', 'Qc7', 'O-O', 'Nxe4', 'Bb5+', 'Kd8', 'Bg5+', 'Nxg5', 'c4', 'Qa5', 'Rc1', 'a6', 'Ba4', 'b5', 'Bb3', 'bxc4', 'Rxc4', 'Qb5', 'Rg4', 'Be7', 'Bc4', 'Qa4', 'Qxa4', 'e4', 'Qa5+', 'Kd7', 'Bb5+', 'Kc8', 'Bxa6+', 'Kb8', 'Rb1+', 'Ka7', 'Bb7+', 'Kb8', 'Qxa8+', 'Kc7', 'Qxh8', 'Nf3+', 'gxf3', 'exf3', 'Qxg7', 'Kd7', 'Qxf7', 'h5', 'Re4', 'Kd8', 'Qxe7#', '1-0']",1.0,0.0
" ""DorzinFer"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'd6', 'Nc3', 'Be7', 'O-O', 'Be6', 'Be3', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Bxd5', 'Bb5', 'Bxf3', 'Qxf3', 'O-O', 'c3', 'Na5', 'd4', 'exd4', 'cxd4', 'a6', 'Bd3', 'b5', 'Qh3', 'h6', 'Qg3', 'Bg5', 'b4', 'Bxe3', 'bxa5', 'Bxd4', 'Rac1', 'Bb2', 'Rc6', 'Qd7', 'Rxh6', 'f6', 'Bh7+', 'Kf7', 'Qb3+', 'Qe6', 'Bg6+', 'Ke7', 'Qxb2', 'gxh6', 'Qb4+', 'Qd6', 'Qe4+', 'Kd7', 'Bf5+', 'Kd8', 'Qxa8+', 'Ke7', 'Qe4+', 'Qe5', 'Qb4+', 'Qd6', 'Qe4+', 'Kd8', 'Qa8+', 'Ke7', 'Qe4+', '1/2-1/2']",0.0,1.0
" ""Gamberone98"""," ""Rkitty""","['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Nc6', 'Nf3', 'e6', 'Nc3', 'Bd6', 'Bd3', 'Bxf4', 'exf4', 'Bd7', 'O-O', 'Nb4', 'Re1', 'Nxd3', 'Qxd3', 'a6', 'f5', 'Bb5', 'Nxb5', 'axb5', 'Qxb5+', 'c6', 'Qxb7', 'Rb8', 'Qa6', 'O-O', 'Qxc6', 'Rc8', 'Qa4', 'Ne4', 'Rac1', 'Nd2', 'Nxd2', 'Ra8', 'Qc6', 'Rc8', 'Qa6', 'Re8', 'c4', 'exf5', 'Rxe8+', 'Qxe8', 'h3', 'dxc4', 'Nxc4', 'Rd8', 'Rd1', 'h6', 'Qa5', 'Qe7', 'Re1', 'Qd7', 'Qe5', 'Qxd4', 'Qxd4', 'Rxd4', 'Re8+', 'Kh7', 'Ne3', 'f4', 'Nf5', 'Rd2', 'Re7', 'g6', 'Rxf7+', 'Kg8', 'Ra7', 'gxf5', 'Ra8+', 'Kg7', 'Ra7+', 'Kg6', 'Ra6+', 'Kg5', 'b4', 'h5', 'g3', 'fxg3', 'fxg3', 'Rd3', 'Kg2', 'Rd2+', 'Kf3', 'Rh2', 'Ra8', 'Rxh3', 'Rg8+', 'Kf6', 'b5', 'f4', 'b6', 'Rh1', 'b7', 'Rb1', 'b8=Q', 'Rxb8', 'Rxb8', 'fxg3', 'Rf8+', 'Kg5', 'Kxg3', 'h4+', 'Kf3', 'h3', 'Ke2', 'h2', 'Rf1', 'Kg4', 'Rh1', 'Kg3', 'Rxh2', 'Kxh2', 'a3', 'Kg3', 'a4', 'Kf4', 'a5', 'Ke5', 'a6', 'Kd6', 'a7', 'Kc7', 'a8=Q', 'Kd6', 'Ke3', 'Kd7', 'Kd4', 'Kd6', 'Qa5', 'Kd7', 'Ke5', 'Kc6', 'Qd2', 'Kc5', 'Qd8', 'Kc4', 'Ke4', 'Kc3', 'Qd3+', 'Kb4', 'Qc2', 'Kb5', 'Kd4', 'Kb6', 'Kd5', 'Kb5', 'Qc5+', 'Ka4', 'Qb6', 'Ka3', 'Kc4', 'Ka4', 'Qb4#', '1-0']",0.0,1.0
" ""andy552333"""," ""Rkitty""","['d4', 'd5', 'Nc3', 'e6', 'e4', 'c6', 'e5', 'c5', 'Be3', 'c4', 'Nf3', 'Nc6', 'b3', 'cxb3', 'cxb3', 'Bd7', 'Bd3', 'Bb4', 'Bd2', 'Nge7', 'Nb5', 'Bxd2+', 'Qxd2', 'a6', 'Nd6+', 'Kf8', 'Qf4', 'Qa5+', 'Nd2', 'Qc3', 'Qxf7#', '1-0']",0.0,1.0
" ""Pejsek"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'd5', 'exd5', 'Nxd5', 'Bc4', 'Be6', 'd4', 'Nc6', 'Nxc6', 'bxc6', 'O-O', 'Bd6', 'Re1', 'O-O', 'c3', 'Nf6', 'Bxe6', 'fxe6', 'Rxe6', 'Qd7', 'Re1', 'Nd5', 'Nd2', 'Bf4', 'Nf3', 'Bxc1', 'Rxc1', 'Nf4', 'Ne5', 'Qf5', 'Qg4', 'Qxg4', 'Nxg4', 'Nd3', 'Rcd1', 'Nxe1', 'Rxe1', 'Rae8', 'Rxe8', 'Rxe8', 'f3', 'Re2', 'Ne5', 'Rxb2', 'Nxc6', 'Rxa2', 'h3', 'Ra3', 'c4', 'a6', 'c5', 'Ra4', 'Kh2', 'Rxd4', 'Nxd4', 'a5', 'Nb3', 'a4', 'Nc1', 'a3', 'Kg3', 'c6', 'Kf4', 'Kf7', 'Ke5', 'h5', 'g4', 'h4', 'f4', 'Kg6', 'Kd6', 'Kf6', 'Kxc6', 'g6', 'Kd7', 'g5', 'fxg5+', 'Kxg5', 'c6', 'Kf4', 'c7', 'Kg3', 'c8=Q', 'Kxh3', 'Qc3+', 'Kxg4', 'Qxa3', 'h3', 'Ne2', 'h2', 'Ng3', 'Kh3', 'Nh1+', 'Kg2', 'Qa1', 'Kh3', 'Ke6', 'Kg2', 'Kf5', 'Kh3', 'Kf4', 'Kg2', 'Ke3', 'Kh3', 'Kf2', 'Kh4', 'Qf1', 'Kg4', 'Qg2+', 'Kf4', 'Qxh2+', 'Ke4', 'Qh4+', 'Kd3', 'Qf4', 'Kc2', 'Ke2', 'Kc3', 'Qe4', 'Kb3', 'Qd4', 'Kc2', 'Ng3', 'Kb3', 'Ne4', 'Kc2', 'Qc3+', 'Kb1', 'Kd1', 'Ka2', 'Qc4+', 'Kb2', 'Qc3+', 'Ka2', 'Qc4+', 'Kb2', 'Kd2', 'Kb1', 'Nc3+', 'Kb2', 'Qa2#', '1-0']",0.0,1.0
" ""Rkitty"""," ""vinagre01""","['Nf3', 'd5', 'd4', 'Bf5', 'Nc3', 'e6', 'e3', 'c6', 'Bd3', 'Bg6', 'e4', 'Nd7', 'Bg5', 'Be7', 'Be3', 'Ngf6', 'e5', 'Ne4', 'Nxe4', 'dxe4', 'Bxe4', 'Bxe4', 'Nd2', 'Bxg2', 'Rg1', 'Bh3', 'Rxg7', 'c5', 'dxc5', 'Bxc5', 'Bxc5', 'Nxc5', 'Rg3', 'Bf5', 'Qh5', 'Qc7', 'O-O-O', 'Qxe5', 'Re3', 'Qf6', 'Nc4', 'Rg8', 'Nd6+', 'Ke7', 'Nxf5+', 'Qxf5', 'Qxf5', 'f6', '1-0']",1.0,0.0
" ""Rkitty"""," ""m_kh80""","['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'Nc6', 'Qd1', 'Bc5', 'Nc3', 'd6', 'Nf3', 'Bg4', 'Be3', 'Qd7', 'Bxc5', 'dxc5', 'Qxd7+', 'Bxd7', 'Bb5', 'a6', 'Bxc6', 'Bxc6', 'O-O-O', 'Nf6', 'Rhe1', 'O-O', 'Nd5', 'Bxd5', 'exd5', 'Rad8', 'Re7', 'Nxd5', 'Ng5', 'Nxe7', 'Ne6', 'fxe6', 'Rxd8', 'Rxd8', 'c3', 'Nf5', 'Kc2', 'b5', 'Kb3', 'c4+', 'Kb4', 'Rd2', 'Ka5', 'Rxf2', 'Kxa6', 'Rxb2', 'a3', 'b4', 'axb4', 'Rxb4', 'cxb4', 'c3', 'b5', 'c2', 'b6', 'cxb6', 'Kxb6', 'c1=Q', 'g4', 'Nd6', 'h4', 'e5', 'g5', 'e4', 'h5', 'e3', 'h6', 'gxh6', 'gxh6', 'e2', 'Ka5', 'e1=Q+', 'Ka4', 'Qc4+', 'Ka3', 'Qeb4#', '0-1']",1.0,0.0
" ""Rkitty"""," ""deus_2504""","['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'd4', 'exd4', 'Nxd4', 'Bb4', 'Nxc6', 'bxc6', 'Bd2', 'Bxc3', 'Bxc3', 'Nxe4', 'Bxg7', 'Rg8', 'Bc3', 'd5', 'Be2', 'd4', 'Qxd4', 'Qxd4', 'Bxd4', 'c5', 'Bc3', 'Bf5', 'Bb5+', 'Kf8', 'O-O-O', 'Nxf2', 'Bd4', 'Nxh1', 'Bxc5+', 'Kg7', 'Rxh1', 'Rgd8', 'Bc6', 'Rab8', 'Bxa7', 'Ra8', 'Bxa8', 'Rxa8', 'Bd4+', 'Kf8', 'Bc5+', 'Kg7', 'Rf1', 'Be6', 'Bd4+', 'Kf8', 'c3', 'Rxa2', 'b4', 'Ra1+', 'Kd2', 'Rxf1', 'Kd3', 'Rg1', 'Bxg1', 'Bd5', 'Bc5+', 'Kg7', 'g3', 'Bg2', 'Bd4+', 'Kg6', 'c4', 'f5', 'Be5', 'c6', 'c5', 'Bf1+', 'Kd4', 'Bb5', 'h3', 'h5', 'h4', 'Kf7', 'Bd6', 'Ke6', 'Ke3', 'Kd5', 'Kf4', 'Ke6', 'Kg5', 'Kd5', 'Kxf5', 'Kc4', 'g4', 'hxg4', 'Kxg4', 'Kxb4', 'Kg5', 'Be2', 'h5', 'Bxh5', 'Kxh5', 'Kb5', 'Bf8', 'Kc4', 'Kg5', 'Kd5', 'Kf6', 'Kd4', 'Ke7', 'Kxc5', 'Kd7+', 'Kb6', 'Bd6', 'c5', 'Bxc5+', '1/2-1/2']",1.0,0.0
" ""Rkitty"""," ""steckman""","['d4', 'd5', 'e3', 'c6', 'Nf3', 'e6', 'Nc3', 'Na6', 'Bd3', 'Rb8', 'e4', 'b5', 'exd5', 'exd5', 'Be3', 'Bb4', 'a3', 'Ba5', 'b4', 'Nxb4', 'axb4', 'Bxb4', 'Bd2', 'a6', 'Rb1', 'Qe7+', 'Be2', 'a5', '0-1']",1.0,0.0
" ""steckman"""," ""Rkitty""","['d4', 'd5', 'e3', 'Nc6', 'c4', 'Nf6', 'a4', 'e5', 'cxd5', 'Nxd5', 'Bc4', 'Nf6', 'Qe2', 'Be6', 'b3', 'Bd6', 'Nf3', 'Bxc4', 'bxc4', 'exd4', 'exd4+', 'Be7', 'd5', 'Na5', 'O-O', 'Nb3', 'Ra2', 'Nxc1', 'Rxc1', 'O-O', 'Nc3', 'Bd6', 'Re1', 'Bf4', 'Ne4', 'Nxe4', 'Qxe4', 'Re8', 'Qxe8+', 'Qxe8', 'Rxe8+', 'Rxe8', 'h3', 'g5', 'g4', 'h5', 'gxh5', 'g4', 'hxg4', 'Bd6', 'Nd4', 'Re1+', 'Kg2', 'Re4', 'Nb5', 'Rxg4+', 'Kf3', 'Rf4+', 'Ke3', 'Be5', 'Nxa7', 'Rxc4', 'f4', 'Bxf4+', 'Kd3', 'Rc5', 'Kd4', 'Bd6', 'Nc8', 'Bf8', 'Rg2+', 'Kh7', 'Rg7+', 'Kxg7', '0-1']",0.0,1.0
" ""Rkitty"""," ""steckman""","['d4', 'd5', 'e3', 'e5', 'Nf3', 'exd4', 'Nxd4', 'c5', 'Nf3', 'Bg4', 'Nc3', 'Nf6', 'Bd2', 'Bxf3', 'Qxf3', 'Qb6', 'Qd1', 'Qxb2', 'Bb5+', 'Nc6', 'Bxc6+', 'bxc6', 'O-O', 'd4', 'exd4', 'cxd4', 'Re1+', 'Be7', 'Na4', 'Qb5', 'Nc3', 'Qf5', 'a4', 'c5', 'Nb5', 'O-O', 'Nc7', 'Rac8', 'Rxe7', 'Rfe8', 'Nxe8', 'Rxe8', 'Rxe8+', 'Nxe8', 'Rb1', 'h6', 'Rb8', 'Qe6', 'h3', 'Kh7', 'Ba5', 'Nd6', 'Qd3+', 'g6', 'Bc7', 'Qa2', 'Bxd6', 'Qa1+', 'Kh2', 'Qxa4', 'Bxc5', 'Qa6', 'Bxd4', 'Qd6+', 'Qg3', 'Qxb8', 'Qxb8', '1-0']",1.0,0.0
" ""steckman"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'c3', 'Nf6', 'd3', 'd5', 'Bg5', 'dxe4', 'd4', 'exf3', 'gxf3', 'exd4', 'Qe2+', 'Be7', 'cxd4', 'Nxd4', 'Qe3', 'Nc2+', '0-1']",0.0,1.0
" ""Rkitty"""," ""aboomr""","['e4', 'b6', 'd4', 'Bb7', 'Nc3', 'd6', 'Nf3', 'Nf6', 'Bd3', 'g6', 'Be3', 'Ng4', 'Ng5', 'Nxe3', 'fxe3', 'f6', 'Nf3', 'Bh6', 'Qe2', 'O-O', 'O-O-O', 'f5', 'Rhf1', 'fxe4', 'Bxe4', 'd5', 'Bxd5+', 'Bxd5', 'Nxd5', 'Qxd5', 'Nd2', 'Nc6', 'Rxf8+', 'Rxf8', 'Rf1', 'Qxa2', 'Rxf8+', 'Bxf8', 'Qc4+', 'Qxc4', 'Nxc4', 'Nb4', 'Ne5', 'Na2+', 'Kb1', 'Nb4', 'Nd7', 'Nd5', 'e4', 'Ne3', 'g3', 'Bg7', 'e5', 'Nc4', 'b3', 'Nd2+', 'Kc1', 'Nf3', 'h3', 'Nxd4', 'Nb8', 'Ne2+', 'Kd2', 'Nxg3', 'Nc6', 'Kf7', 'Nxe7', 'Kxe7', 'c4', 'Bxe5', 'Kd3', 'Ke6', 'Kc2', 'Ne2', 'Kd2', 'Nf4', 'Kc2', 'Nxh3', 'b4', 'g5', 'Kb3', 'g4', 'Ka4', 'g3', 'Kb5', 'Kd7', 'c5', 'bxc5', 'bxc5', 'g2', 'Ka6', 'g1=Q', 'Kxa7', 'Qxc5+', 'Kb7', 'Qb5+', 'Ka7', 'Qb6+', 'Ka8', 'Qa6+', 'Kb8', 'c6#', '0-1']",1.0,0.0
" ""abdkh500"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Be6', 'd4', 'Nc6', 'd5', 'Bg4', 'dxc6', 'Bxf3', 'Qxf3', 'bxc6', 'Be2', 'd5', 'exd5', 'cxd5', 'Nxd5', 'Qxd5', 'Qxd5', 'Rd8', 'Qb7', 'Ne7', 'Qxa7', 'Rg8', 'Qxc7', 'g6', 'Qxe5', 'Bg7', 'Qb5+', 'Kf8', 'O-O', 'Re8', 'Re1', 'Bf6', 'Bg5', 'Bxb2', 'Rab1', 'Bc3', 'Bxe7+', 'Rxe7', 'Red1', 'Kg7', 'Qc5', 'Rxe2', 'Qxc3+', 'Kh6', 'Rd3', 'Ra8', 'Rh3+', 'Kg5', 'Rxh7', 'f6', 'Qg3+', 'Kf5', 'Qf3+', 'Ke6', 'Qxe2+', 'Kd6', 'Qe7+', 'Kc6', 'Qb7+', 'Kc5', 'Qxa8', 'Kc4', 'Rd7', 'Kc3', 'Qc6#', '1-0']",0.0,1.0
" ""Rkitty"""," ""tohumber2""","['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'h6', 'd4', 'exd4', 'Nxd4', 'Nf6', 'Nf3', 'Be7', 'Bd3', 'O-O', 'Be3', 'Bg4', 'Be2', 'a6', 'Nd4', 'Bxe2', 'Ndxe2', 'Nc6', 'Bg5', 'hxg5', 'h4', 'g4', 'g3', 'Nh5', 'Qd2', 'Ne5', 'O-O-O', 'Nf3', 'Qd3', 'Nf6', 'Nd5', 'Nxd5', 'Qxd5', 'c6', 'Qf5', 'Ne5', 'f4', 'g6', 'Qxe5', 'dxe5', 'Rxd8', 'Raxd8', 'fxe5', 'f5', 'Nf4', 'Kf7', 'e6+', 'Kf6', 'exf5', 'Kxf5', 'h5', 'g5', 'Ng6', 'Rfe8', 'Rf1+', 'Kxe6', 'h6', 'Rg8', 'Nxe7', 'Kxe7', 'h7', 'Rh8', 'Rh1', 'Kf7', 'Rh5', 'Kg7', 'Rxg5+', 'Kxh7', 'Rxg4', 'Rhg8', 'Rh4+', 'Kg7', 'g4', 'Kf6', 'g5+', 'Kxg5', 'Rb4', 'b5', 'Re4', 'Rge8', 'Rxe8', 'Rxe8', 'Kd2', 'Kf5', 'Kc3', 'Ke5', 'b3', 'Kd5', 'Kb4', 'c5+', 'Ka5', 'Ra8', 'a4', 'bxa4', 'bxa4', 'c4', 'Kb4', 'a5+', 'Kb5', 'Kd4', 'Kb6', 'Kc3', 'Kb7', '1-0']",1.0,0.0
" ""bJOERGsen01"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'f6', 'd4', 'Nc6', 'd5', 'Nd4', 'Nxd4', 'exd4', 'Qxd4', 'Ne7', 'O-O', 'Bd7', 'Nc3', 'c5', 'Qd3', 'f5', 'e5', 'g6', 'e6', 'Bc8', 'Nb5', 'a6', 'Bf4', 'axb5', 'Bxb5+', 'Nc6', 'dxc6', 'Ke7', 'Bxd6+', 'Qxd6', 'Qxd6+', 'Kxd6', 'Rfe1', 'bxc6', 'Rad1+', 'Kc7', 'e7', 'Bxe7', 'Rxe7+', 'Kb6', 'Bc4', 'Rxa2', 'Bxa2', '1-0']",0.0,1.0
" ""NKMatChess"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Nf6', 'Bb5+', 'Nc6', 'Bxc6+', 'bxc6', 'O-O', 'Be6', 'Re1', 'd5', 'exd5', 'Nxd5', 'Nxe5', 'Nf6', 'd3', 'Bd6', 'f4', 'Bc5+', 'Kh1', 'Nd5', 'Nc3', 'Nxf4', 'Ne4', 'O-O', 'Nxc5', 'Bd5', 'Bxf4', 'Re8', 'd4', 'f6', 'Ned7', 'Rxe1+', 'Qxe1', 'Qc8', 'b4', 'a6', 'Rb1', 'Bxa2', 'Rb2', 'Bc4', 'd5', 'Bxd5', 'Qe2', 'a5', 'b5', 'cxb5', 'Rxb5', 'Bc6', 'h4', 'Bxd7', 'Nxd7', 'Qxd7', 'Qe1', 'Qxb5', 'Qg1', 'a4', 'Qe1', 'a3', 'Bxc7', 'a2', 'Bd6', 'a1=Q', 'Qxa1', 'Rxa1+', 'Kh2', 'Qc6', 'Kh3', 'Qxd6', '0-1']",0.0,1.0
" ""Rkitty"""," ""Zora_1""","['e4', 'e6', 'd4', 'd5', 'Nc3', 'c5', 'Nf3', 'Nc6', 'Be3', 'Qb6', 'Bd3', 'Qxb2', 'Bd2', 'cxd4', 'Na4', 'Qa3', 'c3', 'dxc3', 'Nxc3', 'Bb4', 'O-O', 'd4', 'Nb1', 'Qa5', 'Bxb4', 'Qxb4', 'a3', 'Qb2', 'Nbd2', 'Nge7', 'Nc4', 'Qc3', 'Nd6+', 'Kf8', 'Nb5', 'Qc5', 'Nc7', 'Rb8', 'Nb5', 'a6', 'Nbxd4', 'Nxd4', 'Nxd4', 'Qxd4', 'Be2', 'Qxe4', 'Bf3', 'Qg6', 'Rb1', 'Nf5', 'Re1', 'Nh4', 'Be4', 'Qf6', 'Qd6+', 'Qe7', 'Qxb8', 'Qc5', 'Bxb7', 'Ke7', 'Bxa6', 'Kf6', 'Qf4+', 'Nf5', 'Bxc8', '1-0']",1.0,0.0
" ""Rkitty"""," ""facundotozzi""","['e4', 'e5', 'd3', 'Nc6', 'Be3', 'd6', 'Nf3', 'f6', 'Nc3', 'Bg4', 'Be2', 'Qe7', 'Ng1', 'O-O-O', 'Bxg4+', 'f5', 'Bxf5+', 'Kb8', 'Nf3', 'g6', 'Nd5', 'Qf7', 'Ng5', 'Qe8', 'Be6', 'h6', 'Bxg8', 'Rxg8', 'Nf6', 'Qe6', 'Nxg8', 'Qxg8', 'Nf3', 'g5', 'h4', 'Be7', 'hxg5', 'Bxg5', 'Bxg5', 'hxg5', 'Qe2', 'g4', 'O-O-O', 'gxf3', 'Qxf3', 'Rf8', 'Qe3', 'Qxg2', 'Rhg1', 'Qxf2', 'Qxf2', 'Rxf2', 'Rg8+', 'Nd8', 'Rxd8#', '1-0']",1.0,0.0
" ""aniwr01"""," ""Rkitty""","['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Qe2', 'Qxe2+', 'Bxe2', 'Nd7', 'Nd5', 'Rb8', 'Nxc7+', 'Kd8', 'Nd5', 'Nb6', 'Nxb6', 'axb6', 'd3', 'e6', 'Bf3', 'Bb4+', 'c3', 'Be7', 'Be3', 'Nf6', 'Bxb6+', 'Ke8', 'Be3', 'h6', 'Bf4', 'Rh7', 'Bxb8', 'g5', 'Ne2', 'Nd7', 'Be4', 'Rg7', 'Ba7', 'Nf6', 'Nd4', 'Nxe4', 'dxe4', 'Bf6', 'O-O', 'Bxd4', 'Bxd4', 'Rg6', 'Rad1', 'f6', 'Rd3', 'e5', 'Bc5', 'b5', 'Rfd1', 'Bg4', 'Rd8+', 'Kf7', 'R1d5', 'Be6', 'Rf8+', 'Kg7', 'Rd6', 'Kxf8', 'Rd8+', 'Kf7', 'Rb8', 'Bxa2', 'Rxb5', 'Bc4', 'Rb7+', '1-0']",0.0,1.0
" ""Rkitty"""," ""Simao5757""","['e4', 'e5', 'Nc3', 'Nf6', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Bb4', 'Nxc6', 'Bxc3+', 'bxc3', 'bxc6', 'Bb2', 'Nxe4', 'Be2', 'Qf6', 'Rb1', 'Qxf2#', '0-1']",1.0,0.0
" ""badchesspepehands"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Be6', 'b3', 'Nf6', 'Bb2', 'Nc6', 'Bc4', 'Bxc4', 'bxc4', 'd5', 'cxd5', 'Nd4', 'O-O', 'Nxf3+', 'Qxf3', 'Bb4', 'a3', 'Bxc3', 'Bxc3', 'Qe7', 'Bb4', 'Qd7', 'c4', 'O-O-O', 'Qe3', 'b6', 'c5', 'Ng4', 'c6', 'Nxe3', 'cxd7+', 'Rxd7', 'dxe3', 'g6', 'Rfc1', 'f5', 'd6', 'fxe4', 'Rc3', 'c5', 'Bxc5', 'bxc5', 'Rxc5+', 'Kb7', 'Rb1+', 'Ka8', 'Rd1', 'Rhd8', 'h3', 'Rxd6', 'Rxd6', 'Rxd6', 'Rxe5', 'Rd1+', 'Kh2', 'Rf1', 'Kg3', 'Ra1', 'Rxe4', 'Rxa3', 'Re7', 'h5', 'Rg7', 'Ra6', 'Kf4', 'Rf6+', 'Kg3', 'a5', 'f4', 'a4', 'Rc7', 'a3', 'Rc1', 'Ra6', 'Ra1', 'a2', 'Kh4', 'Kb7', 'Kg5', 'Kc7', 'g4', 'hxg4', 'hxg4', 'Kd6', 'f5', 'Kc5', 'fxg6', 'Kc4', 'g7', 'Kc3', 'g8=Q', 'Kb2', 'Qxa2+', 'Rxa2', 'Rxa2+', 'Kxa2', 'e4', 'Kb3', 'e5', 'Kc4', 'e6', 'Kd5', 'e7', 'Ke6', 'e8=Q+', 'Kd6', 'Qg6+', 'Ke5', 'Qf5+', 'Kd4', 'Kf6', 'Ke3', 'g5', 'Kd4', 'g6', 'Ke3', 'g7', 'Kd4', 'g8=Q', 'Ke3', 'Qg3+', 'Kd4', 'Qff4+', 'Kd5', 'Qe5+', 'Kc6', 'Qgc3+', 'Kb6', 'Qed4+', 'Kb7', 'Qdb4+', 'Ka6', 'Qca3#', '1-0']",0.0,1.0
" ""Rkitty"""," ""Ogilsu""","['d4', 'Nf6', 'e4', 'Nxe4', 'Bd3', 'Nf6', 'Be3', 'Nc6', 'Nc3', 'd6', 'Nf3', 'e5', 'Qd2', 'exd4', 'O-O-O', 'dxe3', 'Qxe3+', 'Be7', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Ng5', 'O-O', 'Rhg1', 'h6', 'Nh3', 'a6', 'Nf4', 'b5', 'Nfd5', 'Nxd5', 'Nxd5', 'Bxd5', 'Rxd5', 'c6', 'Rd3', 'Bg5', 'f4', 'Bf6', 'Rgd1', 'd5', 'Kb1', 'Re8', 'Qc5', 'Rc8', 'g4', 'Qe7', 'Qxe7', 'Rxe7', 'g5', 'hxg5', 'fxg5', 'Bxg5', 'Rg3', 'f6', 'Rg4', 'Rce8', 'h4', 'Re1', 'Rc1', 'Rxc1#', '0-1']",1.0,0.0
" ""Rkitty"""," ""Kissthehotties""","['e4', 'e5', 'Nc3', 'Nc6', 'Nf3', 'Nf6', 'Bd3', 'b6', 'Bf1', 'd6', 'd3', 'b5', 'Be3', 'Be6', 'Nxb5', 'Nd4', 'Nbxd4', 'exd4', 'Nxd4', 'c5', 'Nxe6', 'fxe6', 'd4', 'Nxe4', 'dxc5', 'Nxc5', 'Bxc5', 'dxc5', 'Bb5+', 'Kf7', 'Qh5+', 'g6', 'Qf3+', 'Kg7', 'Qc3+', 'Kf7', 'Bc6', 'Qd6', 'Bxa8', 'Be7', 'Qxh8', '1-0']",1.0,0.0
