White,Black,moves,NW,NB
" ""Tobberino"""," ""Rkitty""","['f4', 'Nf6', 'd3', 'Nc6', 'Nf3', 'd5', 'e3', 'e6', 'Nc3', 'Bd6', 'a4', 'e5', 'fxe5', 'Bxe5', 'h4', 'Bxc3+', 'bxc3', 'Bg4', 'd4', 'Bxf3', 'Qxf3', 'Qe7', 'h5', 'g6', 'hxg6', 'fxg6', 'Bd3', 'O-O-O', 'Ba3', 'Qe6', 'O-O-O', 'Kb8', 'Rh4', 'Rhf8', 'Re1', 'Ne4', 'Bxf8', 'Nxc3', 'Rxh7', 'Na2+', 'Kd2', 'Ncb4', 'Qf4', 'Nxd3', 'Qxc7+', 'Ka8', 'Qxb7#', '1-0']",0.0,1.0
" ""lightcl"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'f6', 'O-O', 'Ne7', 'Re1', 'g5', 'h3', 'h5', 'd3', 'g4', 'Nh4', 'gxh3', 'g3', 'Bg4', 'Qd2', 'Bh6', 'Qc3', 'Bxc1', 'Rxc1', 'Nbc6', 'Bb5', 'Rg8', 'Nd2', 'a6', 'Bxc6+', 'Nxc6', 'Nf1', 'Ne7', 'Ne3', 'Nc6', 'f3', 'Be6', 'g4', 'hxg4', 'fxg4', 'Bxg4', 'Kh2', 'Nd4', 'Nxg4', 'Rxg4', 'Kxh3', 'Qd7', 'Qd2', 'Rg1+', 'Kh2', 'Rxc1', 'Rxc1', 'O-O-O', 'c3', 'Rh8', 'cxd4', 'Rxh4+', 'Kg1', 'Qg4+', 'Qg2', 'Qxg2+', 'Kxg2', 'Rg4+', 'Kf3', 'Rh4', 'dxe5', 'fxe5', 'a4', 'Rh3+', 'Ke2', 'Rh2+', 'Ke3', 'Rxb2', 'Rh1', 'Ra2', 'Rh8+', 'Kd7', 'Rh7+', 'Kc6', 'd4', 'exd4+', 'Kxd4', 'Rxa4+', 'Kd3', 'b5', 'Kc3', 'Rxe4', 'Kb3', 'a5', 'Rh8', 'a4+', 'Ka3', 'd5', 'Ra8', 'd4', 'Kb4', 'd3+', 'Kc3', 'Kc5', 'Kxd3', 'Rd4+', 'Kc3', 'b4+', 'Kb2', 'a3+', 'Kb3', 'Rd3+', 'Kc2', 'Kc4', 'Rc8', 'c5', 'Ra8', 'b3+', 'Kb1', 'a2+', 'Ka1', 'Kc3', 'Ra5', 'c4', 'Ra4', 'Rd1#', '0-1']",0.0,1.0
" ""Rkitty"""," ""begizz""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Bb4', 'd3', 'Nf6', 'Bd2', 'h6', 'Nd5', 'Bxd2+', 'Qxd2', 'Nxd5', 'exd5', 'Ne7', 'Nxe5', 'Nxd5', 'c4', 'd6', 'Ng4', 'O-O', 'Ne3', 'Nf4', 'O-O-O', 'Qf6', 'Nd5', 'Nxd5', 'cxd5', 'Bf5', 'Be2', 'c6', 'dxc6', 'bxc6', 'Bf3', 'Rab8', 'Bxc6', 'Rfc8', 'Qc3', 'Rxc6', 'Qxc6', 'Qxb2#', '0-1']",1.0,0.0
" ""CosmicGeode"""," ""Rkitty""","['d4', 'd5', 'e3', 'Nf6', 'c4', 'e6', 'c5', 'Nc6', 'b4', 'Ne4', 'Qf3', 'Qf6', 'Qxf6', 'Nxf6', 'b5', 'Nb4', 'Bd2', 'Nc2+', 'Ke2', 'Nxa1', 'a4', 'Nb3', 'Nc3', 'Nxd2', 'Kxd2', 'Ne4+', 'Nxe4', 'dxe4', 'a5', 'f5', 'b6', 'axb6', 'axb6', 'cxb6', 'cxb6', 'Ra2+', 'Kc3', 'Rxf2', 'Nh3', 'g6', 'Nxf2', 'h5', 'Bb5+', 'Bd7', 'Bxd7+', 'Kxd7', 'Rc1', 'Kc6', 'Rb1', 'Bh6', 'Kd2', 'f4', 'Nxe4', 'fxe3+', 'Ke2', 'Rd8', 'Nf6', 'Rxd4', 'Ne8', 'Rd2+', 'Kf3', 'e2', 'Nc7', 'Rd1', 'Rxd1', 'exd1=Q+', 'Kg3', 'Qd3+', 'Kf2', 'Qe3+', 'Kf1', 'Qxb6', 'Nxe6', 'Qb5+', 'Kf2', 'Qb2+', 'Kg3', 'Qe5+', 'Kh4', 'Qxe6', 'h3', 'Qe5', 'g4', 'Qg5+', 'Kg3', 'h4+', 'Kh2', 'Qf4+', 'Kg2', 'Qg3+', 'Kh1', 'Qxh3+', 'Kg1', 'Qxg4+', 'Kh1', 'h3', 'Kh2', 'Bf4+', 'Kh1', 'Qg2#', '0-1']",0.0,1.0
" ""Rkitty"""," ""fuzzynips""","['Nc3', 'd5', 'Nf3', 'd4', 'Nb5', 'c5', 'e3', 'a6', 'Na3', 'Nc6', 'exd4', 'Nxd4', 'Nxd4', 'cxd4', 'd3', 'f6', 'c3', 'e5', 'cxd4', 'Qxd4', 'Nc2', 'Qd8', 'd4', 'exd4', 'Nxd4', 'Bb4+', 'Bd2', 'Qxd4', 'Bxb4', 'Qxb4+', 'Qd2', 'Qxd2+', 'Kxd2', 'Ne7', 'Be2', 'O-O', 'Rhc1', 'b5', 'Rc7', 'Ng6', 'Bf3', 'Rb8', 'h3', 'Rf7', 'Rxf7', 'Kxf7', 'Bd5+', 'Be6', 'Bxe6+', 'Kxe6', 'Rc1', 'Ra8', 'Rc6+', 'Kf7', 'Rc7+', 'Kg8', 'b3', 'h6', 'g3', 'Ne5', 'f4', 'Nf3+', 'Ke3', 'Ng1', 'h4', 'Nh3', 'Kf3', 'g5', 'Kg2', 'Nxf4+', 'gxf4', 'gxf4', 'Kf3', 'h5', 'Rc6', 'Kg7', 'Kxf4', 'Kg6', 'a4', 'bxa4', 'bxa4', 'a5', 'Kg3', 'Kf5', 'Rc5+', 'Kg6', 'Kf4', 'Kf7', 'Kf5', 'Ra7', 'Rc6', 'Re7', 'Rxf6+', 'Ke8', 'Rh6', 'Rf7+', 'Kg5', 'Rf1', 'Kxh5', 'Ra1', 'Rh8+', 'Kd7', 'Rh7+', 'Kc6', 'Rh6+', 'Kc5', 'Ra6', 'Kb4', 'Rb6+', 'Kxa4', 'Ra6', 'Rh1', 'Kg5', 'Kb4', 'h5', 'a4', 'h6', 'a3', 'Kg6', 'Kb3', 'h7', 'a2', 'Ra8', 'Kb2', 'Rxa2+', 'Kxa2', 'Kg7', 'Rxh7+', 'Kxh7', '1/2-1/2']",1.0,0.0
" ""fth145338"""," ""Rkitty""","['e4', 'Nf6', 'Bc4', 'Nc6', 'Qf3', 'e5', 'd4', 'd6', 'Ne2', 'Be6', 'Bb5', 'a6', 'Bxc6+', 'bxc6', 'Na3', 'd5', 'exd5', 'cxd5', 'c4', 'e4', 'Qb3', 'dxc4', 'Nxc4', 'Bxc4', 'Qxc4', 'Be7', 'f3', 'exf3', 'gxf3', 'O-O', 'O-O', 'Qd5', 'Qxd5', 'Nxd5', 'Bf4', 'Nxf4', 'Nxf4', 'Bf6', 'Nd5', 'Bxd4+', 'Kg2', 'Bxb2', 'Rab1', 'Be5', 'Rfe1', 'Bd6', 'Rbc1', 'Rac8', 'Re7', 'Bxe7', 'Nxe7+', 'Kh8', 'Nxc8', 'Rxc8', 'Rc6', 'a5', 'a4', 'h5', 'Ra6', 'g6', 'Rxa5', 'f5', 'Rc5', 'c6', 'a5', 'Rc7', 'a6', 'Kg7', 'Ra5', 'c5', 'a7', 'Rc8', 'a8=Q', 'Rxa8', 'Rxa8', 'c4', 'Ra7+', 'Kf6', 'Rc7', 'g5', 'Rxc4', 'g4', 'fxg4', 'hxg4', 'Rf4', 'Kg5', 'Kg3', 'Kf6', 'h4', 'gxh3', 'Kxh3', 'Kg5', 'Kg3', 'Kf6', 'Kh4', 'Ke5', 'Kg5', 'Ke6', 'Rxf5', '1-0']",0.0,1.0
" ""Rkitty"""," ""Goismanski""","['Nc3', 'e5', 'e4', 'Nf6', 'Nf3', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Nxd1', 'Bc5', 'Nxe5', 'Nxe4', 'Be3', 'O-O', 'Bxc5', 'Nxc5', 'Ne3', 'Nc6', 'O-O-O', 'Nxe5', 'Bc4', 'Be6', 'Bxe6', 'Nxe6', 'Rhe1', 'Rad8', 'Nd5', 'c6', 'Ne7+', 'Kh8', 'Rxe5', 'Rxd1+', 'Kxd1', 'Rd8+', 'Ke2', 'Nf4+', 'Kf3', 'Ng6', 'Nxg6+', 'fxg6', 'Re7', 'Rb8', 'Kf4', 'h6', 'Ke5', 'Kg8', 'Ke6', 'Kf8', 'Rf7+', 'Kg8', 'Rf3', 'Re8+', 'Kd7', 'Re2', 'Kc7', 'Rxc2', 'Kxb7', 'a5', 'a4', 'Rxb2+', 'Kxc6', 'Ra2', 'Kb5', 'g5', 'Kxa5', 'g4', 'Rb3', 'Rxf2', 'Rb8+', 'Kh7', 'h3', 'Rxg2', 'hxg4', 'Rxg4', 'Rb4', 'h5', 'Rxg4', 'hxg4', 'Kb5', 'g3', 'a5', 'g2', 'a6', 'g1=Q', 'a7', 'Qxa7', 'Kc6', '0-1']",1.0,0.0
" ""Rkitty"""," ""yanoek""","['Nc3', 'd5', 'Nf3', 'Nf6', 'd4', 'e6', 'e3', 'c5', 'Bb5+', 'Nc6', 'Bxc6+', 'bxc6', 'dxc5', 'Bxc5', 'Bd2', 'O-O', 'Na4', 'Bd6', 'Nd4', 'Ne4', 'Nxc6', 'Qc7', 'Nd4', 'Nxd2', 'Qxd2', 'Qb8', 'Nc6', 'Qb7', 'Qc3', 'Bd7', 'Ne5', 'Bb4', 'Nc5', 'Bxc3+', 'bxc3', 'Qb2', 'O-O', 'Qxc3', 'Ncxd7', 'Rfd8', 'f4', 'Qxc2', 'Rfc1', 'Qe4', 'Kf2', 'Rac8', 'Rxc8', 'Rxc8', 'h3', 'Qc2+', 'Kg3', 'Qf5', '0-1']",1.0,0.0
" ""boras87"""," ""Rkitty""","['e4', 'Nc6', 'd4', 'Nf6', 'd5', 'e5', 'dxc6', 'bxc6', 'Nc3', 'd5', 'Bd3', 'd4', 'Nce2', 'c5', 'b3', 'Bb7', 'Ng3', 'Rb8', 'Nf3', 'Qd7', 'Nxe5', 'Qe6', 'f4', 'Nd7', 'Nc4', 'Nb6', 'f5', 'Qf6', 'O-O', 'Nxc4', 'Bxc4', 'Bd6', 'Bb5+', 'c6', 'Bc4', 'Bxg3', 'hxg3', 'Qe5', 'Bf4', 'Qxe4', 'Re1', 'Qxe1+', 'Qxe1+', 'Kd7', 'Bxb8', 'Rxb8', 'Rd1', 'Re8', 'Qf1', 'g6', 'g4', 'gxf5', 'gxf5', 'f6', 'Re1', 'Rxe1', 'Qxe1', 'Kd6', 'Qe6+', 'Kc7', 'Qxf6', 'Kb6', 'Qg7', 'Ba6', 'Bxa6', 'Kxa6', 'Qxh7', '1-0']",0.0,1.0
" ""Rkitty"""," ""valedus""","['Nc3', 'c6', 'Nf3', 'd5', 'd4', 'Nf6', 'e3', 'Ne4', 'Nxe4', 'dxe4', 'Ng5', 'f5', 'Bc4', 'h6', 'Nf7', 'Qa5+', 'Bd2', 'Qb6', 'Nxh8', 'e6', 'Ng6', 'Bb4', 'Bxb4', 'Qxb4+', 'c3', 'Qxb2', 'O-O', 'Qxc3', 'Be2', 'Kf7', 'Bh5', 'Kf6', 'Ne5', 'Kg5', 'f4+', 'Kf6', 'g4', 'Nd7', 'g5+', 'Ke7', 'Ng6+', 'Kd6', 'Rc1', 'Qxe3+', 'Kh1', 'Nb6', 'Qb3', 'Qxb3', 'axb3', 'Nd5', 'Ne5', 'Bd7', 'Nc4+', 'Ke7', 'gxh6', 'gxh6', 'Ne5', 'Rg8', 'Ng6+', 'Kf6', 'Ne5', 'Be8', 'Bxe8', 'Rxe8', 'Nd7+', 'Ke7', 'Nc5', 'Ne3', 'Rg1', 'Kd6', 'Nxb7+', 'Kd5', 'Rg7', 'Kxd4', 'Rd7+', 'Nd5', 'Rd1+', 'Kc3', 'Na5', 'e3', 'Nxc6', 'e2', 'Re1', 'Kd2', 'Rg1', 'e1=Q', 'Rxe1', 'Kxe1', 'Nxa7', 'Kf2', 'Nc6', 'Rg8', 'h4', 'Rg3', 'Re7', 'Rh3#', '0-1']",1.0,0.0
" ""MTarrash"""," ""Rkitty""","['d4', 'Nf6', 'Bf4', 'Nc6', 'e3', 'd5', 'h3', 'e6', 'Nf3', 'Bd6', 'Bxd6', 'Qxd6', 'Nbd2', 'Qb4', 'b3', 'Ne4', 'Rc1', 'Nxd2', 'Nxd2', 'e5', 'c3', 'Qd6', 'Bb5', 'exd4', 'cxd4', 'Bd7', 'O-O', 'Nb4', 'Bxd7+', 'Qxd7', 'Ra1', 'Nd3', 'a4', 'Nb2', 'Qc1', 'Nd3', 'Qc3', 'Qf5', 'Rad1', 'O-O', 'Qxc7', 'b6', 'Nf3', 'Nb2', 'Qe5', 'Qxe5', 'dxe5', 'Nxd1', 'Rxd1', 'Rfd8', 'g4', 'f6', 'exf6', 'gxf6', 'g5', 'fxg5', 'Nxg5', 'Rd7', 'Ne6', 'Re8', 'Nf4', 'Rg7+', 'Kf1', 'Kf7', 'Rxd5', 'Reg8', 'Rd7+', 'Kf6', 'Nh5+', 'Ke6', 'Rxg7', 'Rxg7', 'Nxg7+', 'Kf6', 'Ne8+', 'Ke7', 'Nc7', 'Kd6', 'Nb5+', 'Kc6', 'f4', 'a6', 'Nd4+', 'Kd5', 'Kf2', 'Ke4', 'Ke2', 'Kd5', 'Kf2', 'Ke4', 'Ke2', 'Kd5', 'Kf3', 'Kd6', 'Ke4', 'Kc5', 'h4', 'Kd6', 'h5', 'Kc5', 'h6', 'Kd6', 'Kf5', 'Kd5', 'Kf6', 'Ke4', 'Kg7', 'Kxe3', 'Kxh7', 'Kxd4', 'Kg7', 'Ke3', 'h7', 'Kxf4', 'h8=Q', 'Ke4', 'Qh4+', 'Kd3', 'Qh3+', 'Kc2', 'Qf3', 'Kb2', 'Kf7', 'Ka3', 'Ke7', 'b5', 'axb5', 'axb5', 'Kd7', 'b4', 'Kc6', 'Ka2', 'Kc5', 'Ka3', 'Qd3', 'Ka2', 'Kxb4', 'Kb2', 'Kc4', 'Ka3', 'b4+', 'Ka4', 'b5', 'Ka5', 'Kc5', 'Ka4', '1-0']",0.0,1.0
" ""Rkitty"""," ""kirito1996""","['Nc3', 'e6', 'Nf3', 'Ne7', 'd4', 'c6', 'e4', 'd5', 'e5', 'a6', 'Bg5', 'h6', 'Bxe7', 'Bxe7', 'Be2', 'O-O', 'Qd3', 'b5', 'b4', 'Bb7', 'Nb1', 'Nd7', 'c3', 'Nb6', 'Bd1', 'Nc4', 'Bc2', 'g6', 'h4', 'Kg7', 'h5', 'g5', 'Qh7#', '1-0']",1.0,0.0
" ""erendenniz"""," ""Rkitty""","['e4', 'Nc6', 'Nf3', 'e5', 'Bb5', 'Nf6', 'Bxc6', 'dxc6', 'Nc3', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Bb4', 'O-O', 'Bxc3', 'bxc3', 'Qd7', 'Qg3', 'g6', 'Qxe5+', 'Qe7', 'Qxe7+', 'Kxe7', 'Ba3+', 'Kd7', 'e5', 'Ne4', 'd4', 'Nd2', 'Rfd1', 'Ne4', 'd5', 'Nxc3', 'Re1', 'Nxd5', 'Red1', 'Rae8', 'c4', 'Rxe5', 'Bb2', 'Re2', 'Bxh8', 'Kc8', 'cxd5', 'cxd5', 'Rxd5', 'b6', 'Bf6', 'c6', 'Rd8+', 'Kc7', 'Rh8', 'h5', 'Rh7', 'Re6', 'Rxf7+', 'Kb8', 'Bd4', 'c5', 'Be3', 'a5', 'Re1', 'Ka8', 'Rf8+', 'Kb7', 'Rf7+', 'Ka6', 'f4', 'Re4', 'f5', 'gxf5', 'Rxf5', 'Ra4', 'Re2', 'Rb4', 'Rxh5', 'Rb1+', 'Kh2', 'c4', 'Rh6', 'c3', 'Rxb6+', 'Rxb6', 'Bxb6', 'Kxb6', 'Rc2', 'Kb5', 'Rxc3', 'Kb4', 'Rg3', 'a4', 'h4', 'a3', 'h5', '1-0']",0.0,1.0
" ""SebastianPradenas"""," ""Rkitty""","['e4', 'e5', 'Nc3', 'Nc6', 'Bb5', 'd6', 'Nf3', 'Bd7', 'O-O', 'Nf6', 'b3', 'Nd4', 'Nxd4', 'exd4', 'Ne2', 'Bxb5', 'Nxd4', 'Bxf1', 'Qxf1', 'Nxe4', 'Qe1', 'Qe7', 'd3', 'Nc5', 'Qb4', 'g6', 'Bf4', 'Bg7', 'Re1', 'Bxd4', 'Rxe7+', 'Kxe7', 'Qxd4', 'Ne6', 'Qe3', 'Rae8', 'Bg5+', 'Kd7', 'Bf6', 'Nc5', 'Qd2', 'Rhg8', 'h3', 'Ne6', 'Qb4', 'b6', 'c4', 'Nf4', 'Kf1', 'Nh5', 'Qc3', 'Re6', 'Bg5', 'Ng7', 'g4', 'Ne8', 'Bh6', 'Nf6', 'g5', 'Nh5', 'Kg2', 'Nf4+', 'Kg3', 'Ne2+', '0-1']",0.0,1.0
" ""Rkitty"""," ""isakS""","['Nc3', 'Nc6', 'Nf3', 'd5', 'd4', 'Nf6', 'e3', 'Bf5', 'Bd3', 'Bxd3', 'Qxd3', 'Nb4', 'Qb5+', 'c6', 'Qxb4', 'e6', 'Qxb7', '1-0']",1.0,0.0
" ""bsan26"""," ""Rkitty""","['d4', 'd5', 'e3', 'e6', 'Nf3', 'Nf6', 'Nc3', 'Nc6', 'Ne5', 'Nxe5', 'dxe5', 'Ng4', 'f4', 'Nh6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'O-O', 'Bb4', 'Bd2', 'Bxc3', 'Bxc3', 'O-O', 'Qd4', 'Nf5', 'Qd3', 'a6', 'e4', 'dxe4', 'Qxd7', 'Rad8', 'Qxc7', 'Ne3', 'Rf3', 'Nxc2', 'Rc1', 'Rc8', 'Qxb7', 'Nd4', 'Re3', 'Nf5', 'Rxe4', 'Nd6', 'Qxc8', 'Nxc8', 'Ba5', 'g6', 'Rec4', 'Na7', 'Bb6', 'Nb5', 'Rc8', 'Rxc8', 'Rxc8+', 'Kg7', 'a4', 'Nd4', 'Bxd4', 'f5', 'Ra8', 'h6', 'Rxa6', 'h5', 'b4', 'Kf7', 'b5', '1-0']",0.0,1.0
" ""Rkitty"""," ""Bastiberger92""","['Nc3', 'e5', 'Nf3', 'Bc5', 'Nxe5', 'Nf6', 'Nf3', 'Ng4', 'd4', 'Bb6', 'e3', 'O-O', 'Ne5', 'Nxe5', 'dxe5', 'Nc6', 'Nd5', 'Nxe5', 'Nxb6', 'axb6', 'f4', 'Ng6', 'h4', 'd6', 'h5', 'Ne7', 'g4', 'f5', 'g5', 'c5', 'h6', 'gxh6', 'gxh6', 'd5', 'Rg1+', 'Ng6', 'b3', 'd4', 'exd4', 'cxd4', 'Bc4+', 'Kh8', 'Bb2', 'Qh4+', 'Kd2', 'Qxf4+', 'Ke2', 'Qe3+', 'Kf1', 'f4', 'Qxd4+', 'Ne5', 'Qxe5+', 'Rf6', 'Qxf6#', '1-0']",1.0,0.0
" ""Ocho_Novoa"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nf6', 'Bc4', 'Nxe4', 'O-O', 'c6', 'a4', 'd5', 'Bb3', 'Be6', 'd3', 'Nc5', 'Ng5', 'Nxb3', 'cxb3', 'h6', 'Nxe6', 'fxe6', 'Qh5+', 'Kd7', 'Qxe5', 'Kc8', 'Nc3', 'Nd7', 'Qg3', 'Nc5', 'b4', 'Nb3', 'Ra3', 'Nxc1', 'Rxc1', 'd4', 'Ne4', 'Bd6', 'Nxd6+', 'Kd7', 'b5', 'Qg5', 'bxc6+', 'bxc6', 'Nf7', 'Qxc1#', '0-1']",0.0,1.0
" ""romansed"""," ""Rkitty""","['g3', 'Nf6', 'Bg2', 'Nc6', 'b3', 'd5', 'Bb2', 'e5', 'd4', 'e4', 'f3', 'e3', 'Qd3', 'Bb4+', 'c3', 'Be7', 'Qxe3', 'g6', 'f4', 'Bf5', 'Nd2', 'Qd7', 'Ngf3', 'O-O-O', 'O-O', 'Rhe8', 'Qf2', 'Ng4', 'Ne5', 'Nxf2', 'Nxd7', 'Rxd7', 'Rxf2', 'Be4', 'Nxe4', 'dxe4', 'Bxe4', 'f5', 'Bxc6', 'bxc6', 'Re1', 'Bd6', 'c4', 'c5', 'd5', 'a5', 'a3', 'c6', 'Bc3', 'Bc7', 'dxc6', 'Rd6', 'b4', 'Rxc6', 'bxa5', 'Ra6', 'Ra1', 'Bxa5', 'Bxa5', 'Rxa5', 'a4', 'Re4', 'e3', 'Rxc4', 'Rb2', 'Rcxa4', 'Rxa4', 'Rxa4', 'Rc2', 'Ra1+', 'Kg2', 'Ra5', 'Kf3', 'Kc7', 'h4', 'h5', 'e4', 'fxe4+', 'Kxe4', 'Kc6', 'Ke5', 'c4+', 'Kf6', 'Kd5', 'Kxg6', 'Ra3', 'Kxh5', 'Rxg3', 'Rd2+', 'Ke4', 'Rc2', 'c3', 'Rf2', 'Kd3', 'f5', 'c2', 'Rf1', 'Kd2', 'f6', 'c1=Q', 'Rxc1', 'Kxc1', 'f7', 'Rf3', 'Kg6', 'Rf4', 'h5', 'Rxf7', 'Kxf7', 'Kd2', 'h6', 'Ke3', 'h7', 'Kf4', 'h8=Q', 'Kg5', 'Qg8+', 'Kh6', 'Qg6#', '1-0']",0.0,1.0
" ""Rkitty"""," ""romansed""","['Nc3', 'f5', 'Nf3', 'Nf6', 'd4', 'g6', 'e3', 'Bg7', 'Bd3', 'O-O', 'e4', 'd6', 'e5', 'Ng4', 'exd6', 'cxd6', 'Ng5', 'Nc6', 'Be3', 'b6', 'd5', 'Nce5', 'Be2', 'Bb7', 'Bxg4', 'Nxg4', 'Ne6', 'Qc8', 'Nxf8', 'Kxf8', 'h3', 'Bxc3+', 'bxc3', 'Qxc3+', 'Bd2', 'Qe5+', 'Qe2', 'Qxe2+', 'Kxe2', 'Nf6', 'Bg5', 'Kf7', 'Bxf6', 'Kxf6', 'h4', 'Bxd5', 'h5', 'Bxg2', 'Rh2', 'Be4', 'hxg6', 'hxg6', 'Rg1', 'g5', 'c3', 'g4', 'Rh6+', 'Ke5', 'Rh7', 'e6', 'Rgh1', 'd5', 'R1h6', 'a5', 'Re7', 'Rc8', 'Rexe6+', 'Kf4', 'Rxb6', 'Rxc3', 'Ra6', 'Rc2+', 'Ke1', 'Rxa2', 'Rh2', 'Kf3', 'Rhh6', 'Rxf2', 'Rxa5', 'g3', 'Ra3+', 'Kf4', 'Rh4+', 'Ke5', 'Rxg3', 'd4', 'Kxf2', '1-0']",1.0,0.0
" ""JonnyD1324"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'e5', 'Bb5', 'd6', 'Qe2', 'Bd7', 'Nd5', 'Nxd5', 'exd5', 'Nd4', 'Nxd4', 'Be7', 'Bxd7+', 'Qxd7', 'Nb5', 'a6', 'Nc3', 'c6', 'dxc6', 'Qxc6', 'Qe4', 'Qxe4+', 'Nxe4', 'd5', 'Nc3', 'd4', 'Nd5', 'Rd8', 'Nxe7', 'Kxe7', 'd3', 'Rhe8', 'Bg5+', 'f6', 'Bd2', 'Kf8', 'Bb4+', 'Kg8', 'O-O', 'Rc8', 'c3', 'dxc3', 'bxc3', 'b6', 'Rfc1', 'a5', 'Ba3', 'Red8', 'd4', 'exd4', 'cxd4', 'Rxc1+', 'Rxc1', 'Rxd4', 'Rc8+', 'Kf7', 'Rc7+', 'Kg6', 'Rc6', 'Rd1#', '0-1']",0.0,1.0
" ""Rkitty"""," ""bsinger98""","['Nc3', 'c5', 'Nf3', 'Nc6', 'e4', 'd6', 'd3', 'g6', 'Be3', 'Bg7', 'd4', 'cxd4', 'Nxd4', 'Nxd4', 'Bxd4', 'e5', 'Be3', 'Nf6', 'Nd5', 'O-O', 'Nxf6+', 'Qxf6', 'Qd2', 'Bg4', 'Be2', 'Be6', 'Bg5', 'Bh6', 'Bxh6', 'Rfe8', 'Bg5', 'Qg7', 'Bb5', 'Rec8', 'a4', 'a6', 'Be2', 'Qf8', 'Bh6', 'Qe8', 'Qxd6', 'Rxc2', 'Bd3', 'Rxb2', 'Bc1', 'Rb3', 'O-O', 'Rd8', 'Qxe5', 'Rdxd3', 'Bh6', 'Qf8', 'Bxf8', 'Kxf8', 'Qb8+', 'Kg7', 'Qe5+', 'Kf8', 'Qh8+', 'Ke7', 'Qxh7', 'Rd4', 'Qh4+', 'Kf8', 'Qd8+', 'Kg7', 'Qxd4+', 'Kf8', 'Qc5+', 'Kg7', 'Rab1', 'Rd3', 'Qe5+', 'Kf8', 'Qh8+', 'Ke7', 'Qh4+', 'Kf8', 'Rxb7', 'Kg7', 'Rb8', '1-0']",1.0,0.0
" ""Rkitty"""," ""GTA24o6""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'a6', 'd3', 'd6', 'Bg5', 'Qd7', 'Be3', 'h6', 'd4', 'Nf6', 'd5', 'Nxe4', 'Nxe4', 'Nb4', 'Bd2', 'Nxd5', 'Nc3', 'Nxc3', 'Bxc3', 'Be7', 'Qd2', 'O-O', 'b3', 'Re8', 'Bc4', 'Bf6', 'h3', 'c6', 'g4', 'd5', 'Be2', 'Qd6', 'Bxe5', 'Bxe5', 'Nxe5', 'Qxe5', 'O-O-O', 'Qa1#', '0-1']",1.0,0.0
" ""vogmp"""," ""Rkitty""","['e4', 'e5', 'Bc4', 'd6', 'Nf3', 'Be6', 'Bxe6', 'fxe6', 'd3', 'Nf6', 'Qe2', 'Nbd7', 'h3', 'Qe7', 'O-O', 'g5', 'Nxg5', 'h6', 'Nf3', 'O-O-O', 'Re1', 'h5', 'Be3', 'Bh6', 'Bxa7', 'b6', 'd4', 'd5', 'Qa6#', '1-0']",0.0,1.0
" ""MaciejDworak01"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Nc6', 'd4', 'Nf6', 'd5', 'Nb4', 'Bg5', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'h6', 'Bxf6', 'Qxf6', 'Be2', 'Nxc2+', 'Kd2', 'Nxa1', 'Rxa1', 'Qxf3', 'Bxf3', 'g6', 'Nb5', 'O-O-O', 'Nxa7+', 'Kb8', 'Nb5', 'c6', 'Nc3', 'cxd5', 'Nxd5', 'f5', 'a4', 'fxe4', 'Bxe4', 'g5', 'b4', 'Rc8', 'Nb6', 'Rc7', 'b5', 'd5', 'Bxd5', 'Bb4+', 'Kd3', 'Rd8', 'a5', 'Rc3+', 'Ke4', 'Ra3', 'Rxa3', 'Bxa3', 'a6', 'bxa6', 'bxa6', 'Bc5', 'Na4', 'Ka7', 'Nxc5', 'Rc8', 'Nd7', 'Rc7', 'Nxe5', 'Kxa6', 'Bc4+', 'Ka5', 'Kd5', 'Rc5+', 'Kxc5', 'Ka4', 'Nf7', '1-0']",0.0,1.0
" ""Rkitty"""," ""kobic""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'd6', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'd3', 'Ne7', 'Nd5', 'f5', 'Nxe7', 'Bxe7', 'exf5', 'Rf8', 'Nh4', 'Bxh4', 'Rg1', 'Bxf2+', 'Kxf2', 'Qh4+', 'g3', 'Qxh2+', 'Ke3', 'Qh3', 'Qf1', 'Rxf5', 'Qxh3', 'O-O-O', 'Qxf5+', '1-0']",1.0,0.0
